File: merged.txt
William Gaunitz
David Lohmann
Jason Maxwell
Doug Bartlett
Stephen S. Hau
Josh Silver
Ismael Larrosa
Brenda Haines
Matt Malone
Chris Stoltzfus
Alex Ladd
Marcie Nagel
Brett Wells
Jon Majak
Kenneth Manesse
Ben Semmes
Martha Lynn Kale
Dilipkumar Patel
Patricia Bennett
Debra Livingston
Kristin Stafford
Dean Danowitz
Akram Atallah
Alec Broadfoot
James Brear
Joye Sistrunk
Mike Pastorello
Stacy Jones
Jason Goodman
Jason Hennessey
Andrew Weith
Luwanna Clark
Jasmine Crowe-Houston
Andrew Syrios
Jonathan Williams
Pratip Biswas
John Kampas
Kyle Farmer
Josh McCallen
Martha Picciao
Trent Ragar
Peter Lachance
Ameeth Sankaran
Mike Sullivan
Dan Epstein
Jason Mitchell
Steven McComas
Daniel Amaro
Scott Irvine
Dylan Milis
Barry Goldberg
Carolina Junghans
Antonio Civitella
Janine Seebeck
Sabrina Ng
Brian Colgan
Chris McCuiston
Matthew Lapham
TR Ludwig
Morgan Wiles
Eric Toscano
Helen Chu
Joseph Anderson
Jeremy Prevost
Beth Llewelyn
John Allen
Bradley Tyler
Ryan Ray
Joe Linza
Justin Porter
Troy Bevill
Michael Gross
Robert Nickell
Tim Mihok
Christopher Jones
Betsy Cerulo
Don Steeves
Ken Underwood
Larry Arntz
Jonathan Zhang
Laura Cler
Andrew Zeppa
Brian Elias
Scott Winslow
Raul Villarreal
Tony Gruebl
Brandon Miller
Chris Kirby
Jeff Reimer
Jan Roos
Fadi Cheikha
Eran Gil
Gene Yoo
Anthony Boden
Steve Lorenc
Shawn Thomson
Max Johnson
Chris Bock
James Anderson
Jaymie Cutaia
Ben Griffioen
Harrie Bakst
Paul Galeski
Hachem Domloj
Narjis Ali
Jim Gold
Chris Templeton
Ivan Fernandez
Jiayue He
Doug Callahan
Jace Graham
Joe Gasque
G. Brint Ryan
Alex Yampolskiy
Lev Mazin
Michael Lau
Emily La Rusch
Lawrence Reaves
William Smith
Craig Tann
MATTHEW MANNING
Subba Arumilli
ALEXANDER KUDAKKACHIRA
Lloyd Huck
Jay Basaria
Amy Stanton
Sheldon Wilkins
gary hale
Jim Ashby
Gaby Neves
Gary Callen
Ian Goff
Karen Walker
Hugh Holman
Patrick McGinley
Holt Condren
Gabriel Gallante
Ric Militi
Tony Javier
Michael Kitces
Shahedul Islam
Kenny Kadar
Calvin Gong
David Tourje
Neal Juern
Gidget Tracy
Peter Marcia
Michael Beares
Jim Ollari
Chris Kuehn
Michael LeBlanc
Carlos Pinzon
Clark Turner
Edward Kowlowitz
Ryan Keck
Scott Germann
Matthew Camden
Kevin Finn
David Brady
Hershy Wertheimer
Kevin Johnson
Emre Fadillioglu
Jason Barrett
Kevin Barnes
Gregory Scotto
Jordan Greer
Noah Sodrel
Matt Smith
Darrin Lang
Russ Brown
Jennifer Vilines
Lori Winters
Bernardo Ahlborn
Dean Zayed
Sarah Laidler
Sia Floyd
David Rudolph
Lynsey Benton
Gheorghe Pusta
Jeff Karpel
Justin Hayashi
Gregory Lief
Edwin Fu
Tim Weeks
Anthony Disano
Trevor Kale
Michael Ritsema
Jason Reid
Sanjay Koshatwar
Dan Stachel
Robert Beaton
Brett Yutka
Chad Osborne
Aaron Burton
John Baule
Rick Ouimette
Brad Ziemer
LANCE CUSTEN
James Bogart
Richard Ticktin
Kathryn Freeland
Daniel Parodi
Norbert R. Wojcik, Jr.
Allison McNamara
Bart Fromuth
Ryan Klosterman
Kevin Roth
David Fraser
Mark Krause
Alesia Visconti
Buddy Blair
Cesar Quintero
Luis Solis
Debbie Foster
Jessica Smith
Adam Eiseman
David Black
Jay Laabs
Alex Membrillo
David Stryzewski
David Pfalzgraf Jr.
Sheryll Manoj
Eric Werner
Michael Bender
Michael Wehrhahn
Adam Petrilli
Omar Jordan
Brian Sloan
Ron Vianu
Christopher Hunter
Joseph Musco
Eric Newell
Tony Zaccario
Nishant Shah
Brian Ferrell
Harmony Brown
Charles Dawson
Michael McFadden
Leah Freiman
Alexandra Bretthauer
Jesse Coslov
Casey Taylor
Cynthia Zheng
Craig Mandeville
Rob Goldiez
Ryan Maguire
Melissa Di Donato
Brandon Hirons
Sanjeev Welling
Tim Marklein
Scott Cooley
Margo Jacquot
Anthony Samuels
Luis Hess
Scott Price
Heath Oderman
AJ Goehle
Alek Pirkhalo
Andrew Boccio
Sophie Terrisse
Jennifer Silverberg
Anthony DiNardo
Kimberly Furrh
Kiran Gunda
Jimmy Rayford
Chris Rivadalla
Trisha Lake
Jeff Beck
Joe Popowicz
Stephen (Steve) Roberts
Matthew Haddad
Wayne Slavin
Andy Bluhm
Valbona Qerimi
Dave Monahan
Kevin Hart
Sarah Coveney
Joe Assell
Joe Harvey
Brad Hughes
Andrew Ralich
Michael Bodner
Brenda Cain
Ron Callis
Michael Sale
Vince DiBenedetto
Biren Zaverchand
RAJ BABU
Brian Gaubert
Arnold Barzak
Dave Hembree
Patrick Kenny
Brendan Ciecko
Jae Heinberg
Mark Malinsky
Matthew Dicken
Suja Katarya
Matt Watson
Kirsten Liston
David Hern
Sam Stilley
Katie Lewis
Morris Gershengorin
Chase McCown
Brad Burns
Russ Losee
Erin Mayhood
Justin Fortier
Brian Tolleson
Michael Haith
Mark Johnson
Drexton Tanner
Greg Dolan
Nehal Kaiser
Chuck Smith
Bart Rupert
Hari Ravichandran
Nathan Kerr
Rachel Zabala
Matthew Tran
Mark Lanwehr
Cory Bengtzen
scott schwefel
Ryan Koenig
Anil Boinapalli
Cody McKinley
Aaron Pritz
Ralph Reahard
Bill Kortesis, M.D., FACS
Alexander Melamed
Kris Richardson
Jordan Cram
Christopher Prinos
John Perkovich
Byron McClain
James Jones
Kevin Yuann
Mary Kariotis
Tom Gartland
Mark Wilson
Leticia Murphy
Ananth Ganesan
Bryan Stone
Chris Robison
Michael Tester
Molly Moran
Matt Jesson
Dave Long
Addison Delk
Ivan Demkovitch
Asif Bakar
Adam Lieb
Avidahn Levin
Jessica Rolph
Adrian Iorga
Rob Sanborn
Vineet Madan
Yacov Wrocherinsky
Kim Kopetz
Robin Bleier
Mark Wehby
Francisco Serrano
Ben Gaskill
Margie Johnson
Thomas Lehman
Scott Hollrah
Jeannie Jones-Ledford
Josh Kozinski
Ken Royer
Rupesh Bharad
GRIGORY PEKARSKY
Milton Bartley
Bryan Gerber
Miron Lulic
Ryan Buell
Dirk Buikema
Christopher Jones
Collin McKean
Jenn Azar
Jeffrey Voigt
Beth Maser
Adam Alovis
Tony DaRe
Tammy Camp
ANTON RUDJUK
Lance Clark
Veeral Majmudar
Steve Wolf
Kevin Sides
Moe Gohary
Mike Davis
Robert Nilsen
John Kenning
Robert Momary
AJ Jamal
Andrew Leone
Albert Cruz
Alok Deshpande
Norel Mancuso
Norel Mancuso
Tom Cole
Eric Olsen
Rick Roberts
Daisy Sayre Garcia
Nick Rhodes
Luke West
Howard Marks
Jason Provonsha
Madeleine Niebauer
Karthik Shanadi
Shaun Fitzpatrick
Les Hiscoe
Karin Humphrey
Nacho De Marco
Jeff Ney
Marcos Rivera
Rodney Holum
Neal Wunderlich
Rick Berg
Edwin Eaton
Lyf Wildenberg
Greg Weeks
Carrie Cook
Justin Land
Armando Huerta
Scotty Arias
Wade Brantley
Michael Trede
Timothy Faulkner
Chris Williams
Paulo Kaiser
Ted Leonsis
Gerardo Siegert
John Mason
Ryan Saunders
Godard Abel
Matthew Katzer
Brian Geisel
Kamard Johnson
William Adams
Brian Eder
Keith Diego
Kirsten Dermer
Matt Johnson
Iyad Tarazi
Helen Stefan
Andrew Joiner
Matthew Patrick
John Langston
Amy Zydel
Rakesh Srivastava
Brian Chancey
Anthony Donnarumma
Ron Perry
Jason Vaught
David Sudolsky
Robert Goehrke
Tim Brown
John Burdett
Jason Beans
Eugene Ravitsky
Rich Balot
Lindsey Johnson
Jane Barwis
Todd Bedford
Michael Lombardo
Bobby Blackwell
Fredy Pesante
Bill Gibson
William Baker
Tim Troyer
Andrew Lubash
Tony Grebmeier
Jason Olsen
Don Cole
JD Sullivan
Juan Gaitan
John Crongeyer
Evan Stewart
Landon Wimmer
Roman Yoffe
Parth Bhatt
Caleb Arthur
Mark Flavin
Adam Radulovic
Todd Poole
Nick Hoffman
W. Michael Jarrett
Coty Yarbrough
Jonathan Jones
Mahsam Raza
Thomas Lamoureux
Todd Ahern
Scott Stancil
Caleb Benton
Raj Kanuparthi
Stephen Lank
Innesa Burrola
Marc Brookland
Wendy Tibus
Philise Conein
Shawn Whistler
Salil Donde
Chris Payson
Adam Kaplan
Rahul Kuruvilla
Bill Daubmann
Ken Reda
John Marshall
Terry Sayre
Jameela Allen
Jeffrey Sorenson
Daniel Ramsey
Karen Rossilli-Kiefer
Peter Green
Payam Zamani
Jim Pullen
Joseph Aguilar
Aaron Warner
Rheanna Neidinger
Stephen Straus
James Webster
Tony Vahedian
Hari Bhagat
Chiko Abengowe
Russ Howarth
Jackie Bedard
Erik Isernhagen
Ashish Knot
Anthony Flores
Henry Li
Michael Smith
Jim Matteo
Angelica Bermudez
Boris Veksler
Mike Farlow
Greg Davis
Heather Govea
David Bissonnette
Chuck Ruggiero
Bill Gallagher
Troy Behrens
Holly MacDonald-Korth
Jay kamhi
Erin Applegate
Matt Pettinelli
Rajeev Agarwal
Dennis Kemmesat
Travis Pearson
Imran Aftab
Lucas DiPietrantonio
William Graham
Garvita Sethi
David Baier
Rick Nordvold
Ryan Frankel
George DeVries
Larry Restieri
Roberto Pereira
Daniel Meehan
Troy Wisehart
Phil Murray
Michael Breeze
Marne Martin
Dominick Steele
Michael Morales
David G Breen
Kolton Kropf
DAVID YAICHE
ARINOLA DADA
Will Howard
Robert Morcos
Trey Rome
Andrew Latimer
William Beleck
Harry Iyer
Jay Miley
Alex Rasmussen
Kirsten Curry
Marcus Vanzant
Matt Peters
Nick Speyrer
Denis Reilly
Dave Rutan
Tanya Brennan
Peter Pham
Marita Smith
Brett Smith
Brian Harbin
Sonny Clark
Nathan Wheeler
Steve Lucas
Michael Flory
John Hewitt
Rex Smith
Anthony Battaglia
William G. West
Akshay Kapadia
Dustin Domerese
Hersh Saluja
Mark Holzberg
Casey Powers
Rich Casoli
Ryan White
Raj Maddula
Vic DeVore
Adam Meuli
Melissa Karanjia
Angela Camp
Rachel Michaelov
Larry Gurreri
Ryan Kastanek
Samir Shah
Jeet Kumar
Richard Spiro
Anthony Lamacchia
Derrick Martins
Ben Miller
Matthew Paulson
Pratik Kothari
Salil Donde
David Barlev
Kevin Hannigan
James Lefcakis
Jen Lawerance
Randy Christensen
Stephen Couig
Linda Martinelli
John Durante
John Lods
Donna Spurrier
Thomas Truitt
Jake Phillips
Heather Fortner
David Rosendorf
RISHABH JAIN
Eric Stoll
Jo-Anna Nieves
Amir Mostafavi
Jim Berlin
Nick Memeti
Karen Buck
Katie Conovitz
Philippe Berdugo
Noah Graeme
Charles Bonfiglio
Mike Smith
David Saber
Brian Fitzsimmons
Erik Woolsey
Salil Donde
John Sikes
Steve Van Otten
Dan Davis
Jason Mansur
Jim Paolino
John Crespo
Anthony Brunco
Lindsay Nead
Nicole Schlinger
John Lowery
Victor D'Andrea
Reed Kiefer
Bill Jackson
Doug Smith
Nathan Miller
Adam Unger
DJ Moore
Hunter Davis
Andrew Harding
Joelle Sedlacek
Corey Ross
Nikki Rohloff
Eshonda Blue
Peter Coratola Jr.
Adam Weinstein
Don Sauer
Jennifer Wright
Thomas Bohn
Chris Potrykus
Felix Morgan
David Moore
Calvin Jung
Reid Hansen
Karla Zehnder
Rohit de Souza
Alexandra Grief
Brandon Hofmann
Carey Gille
Rodney Friend
Gustavo Castenetto
Thomas Petrelli
Steve Mongelli
Brian Rempe
Brad Ebenhoeh
Lisa Curtis
Nicholas Friedman
Bryan Gibson
Ed Lanko
Brunson Cooper
Bill Daubmann
Gary Mitchell
Seth Anderson
Michael Meyer
Vimal Patel
John McFarlain
Scott Ragan
Melissa Cantrell
Jack Perkins
Eric Crews
Van Sullivan
Angelina Lawton
Nash Subotic
Robert Dumas
Mary Ahern-Snyder
David Mastbaum
Nick Novy
Marianela Collado
Tim Schmidt
Tiana Gamble
Renee Krug
Bryan Saad
Jhon LeBaron
VIJAY BALASUNDARAM
Domenic Scorpio
Antonio Ellek
Ryan Hartsell
Louis Rogers
John Cerda
Bill Vasel
Autumn Berrang
Frank Gaspari
Rick Versace
Dave Bryla
JEREMY BARKER
Arvind Sai Kumar
Ron Jumper
James Work
Mike Bollinger
Seth Brady
Sean Dillon
Chad Parks
Jay Green
Brandon Cole
Rachel Mazur
Jay Whitchurch
John Degen-Courson
Jim Sullivan
Evan Cramer
Naomi Whittel
Nam-Hai Nguyen
Daniel Kahn
William Wang
Don Sweeney
Alexander Reznikov
Trent Cameron
Scott Drozd
Richard Kilmer
Ray Titus
Edward Bringas
Craig Entwistle
Andrew Franklin
Vanessa von Bismarck
Tyler Lowell
Jonathan Prince
Kevin Blansett
Kevin Montecalvo
Bill Halladay
Charmie Chirgwin
Mark Ward
Takuya Davis
Erica Dobbs
Chris Berka
Jeremy Young
Matthew Rieger
Doug Yawberry
Adam Olalde
VIJAY KUMAR
Travis Jack
Tal Ezra
Eric Elfman
Eric Thiel
Bryan Park
Mollie Hoff
Juan Carlos Santiago Carbonell
Jennifer Stevens
Thomas Grywalski
Callie Jenschke
Nicholas Plante
Stanley Pittman
Aaron Tuomala
Vinay Bhagat
Pat Cline
Joe Swett
Victoria Lynch
Kristen Pechacek
Pratt Pande
Michael Hawkins
David Codrea
Michael Nagy
Harinder Singh
Eric Taussig
Steve Kennedy
Mohammed Vaid
Tim Brainerd
Craig Ceccarelli
Doug Motley
Anthony Valle
Dr. Marlon Gray
Marcus Wilson
Gordy Sang
Luis Peralta
Jeff Homer
Keely Watson Lombardi & Jeff Nash
Pedram Nastaean
Didi Gurfinkel
Caza Gomis
Luke Tomaszewski
Justin Satterfield
Janis Garcia Keating
Jim Belosic
Michael Burkentine
Dan Sperau
Andrew Purpura
Jeff Roe
Shaun Clark
Justin Folkers
Ryan McBee
Jose Benitez
Carlos Trillo
Alex Gomez
Basil Alwan
James Leach
Corey Schwitz
Kent Yoshimura
Brian Graham
Anar Isman
Donna Harris
Sean Donahoo
Jon Bloom
Raja Agnani
Michael Peterman
Kristopher Goins
Ashley Nickelsen
Dea Belazi
Ben Camp
Divya Gurram
Auguy Mangone
Derek Dahl
Shahab Elmi
Jesse Singh
Bo Lais
Shannon Richards
Andreas Haag
CHRISTINA TORRES
Peter Ceribelli
John Cecilian Jr.
Michael OConnor
Eric Rose
Zain Qayyum & Salman Haque
James Hansen
Austin Conti
Shane Murphy
Maria Knight
Thomas Ince
Patrick Crosson, CMP, DES
CHRISTOPHER YAP
Mateo Marietti
John Albers
Garett Gordon
Jason Rosenbaum & Hailey Swartz
Kurt Johnson
Andrew Gazdecki
Vanessa Rissetto
Jon Hoflich
Oleksandr Dzyuba
Dan Ashburn
Greg LaVecchia
Luis Pablo Grillo Mazzitelli
Mark Schwartz
Craig Shacklett
Jonathan Personius
Joshua Brumley
John Joyoprayitno
Jordan Glazier
Susan Rawlings
Nick Dhanani
Syam Palakurthy
Anthony Casa
Deborah Hanus
Tyler Brabec
Laurie-Anne King & Britt Baker
Joanna Schwartz
Stephanie Negretti
Abhinay Rao
Aaron Schumm
Dr. Kristin Washington
James Langer
Aisha Chottani
John Ventura
Lerin Lockwood
Laurie DeJong
Richard Hoback
Mottsin Thomas
Meg Baird
Luke LaHaie & David Cody
Amy Neary
Jordan Bass
Trevor Larson
Michael Lovett
David Chaimovitz
Ashish Acharya
Tom Kostopoulos
Katy Carrigan
Dylan Kautz
Omer Sajid
Adam Grossman
Eugene Roytburg
Ryan Simonetti
Jarah Euston
Gabe Kveton & Brian Elliot
Nick Karas
Giuliana Corbo
Eric Chapman
Deepak Kumar
Vikram Chalana
Shetal Sheth
Anthony Breen
Mila Evans
Aron Lampin
Christopher Tucker
Steven Talbot
Claudia Recchi & Carolina Recchi
Ryan Walters
Ron Gura
Joseph Rubio
Jeff Socha
Peter Ranzino
Deidra Haynes
Nate Yarbrough
Austin Smith
Ariyan Kabir
George Simons
Justin Stricland
Snejina Zacharia & Giorgos Zacharia
Ernest Cunningham
Mela Fezzey
Stephanie Strong
Brett Heyman
Christopher Gersch
Jose Gonzalez
Andrew Cohen
Kavir Naik & David Wise
Connor Oman
Simha Sadasiva
Marko Askic
Anton Anderson
Chris DiGiovanni
Bryce McConville
Evan Katz & Josh Roberts
Philip Foust
Ethan Young
William Milliken
Michael Hudes
Waseem Mohamad
Dru Riess
Venu Ayala
Sara Cowan
Andy Seavers
Courtney Jackson
Cindy Jordan
Shameet Luhar
Todd Miller
John DeFalco
Paul Sarzoza
Ryan Barone
Joanna McFarland
Debasis Saha
Alex Greenspan
David Carroll
Thomas Counts
Bryan Lewis
Diego Terra
Brent Staton & Christian Reyes
Sri Bolla & Sujatha Vakalapudi
Anthony Mound
Keith Weiner
Maria De Los Angeles Casarez
sara shikhman
Garrett Roach
Nick Schrock
Elizabeth Rios
Josh D'Angelo
Dipanwita Das
William Winters
Mark Hodges
Christa Schott
Vishal Shukla
Ryan Marovish
George Kutnerian
Giulia Fantacci
Gary Kooner
Todd Bentley
Jonathon Barkl
Grant Winchester
John Donovan
Laurent Vincent
Cassandra Wilcox
Aditya Siripragada
Tim Mobley
